ID,File,Loai file,Nhom,Cau hoi,Dap an chuan,Cau tra loi he thong,Nguon/Citation,Retrieval,Citation,Answer,Diem,Hallucination,Muc do loi,Ghi chu,De xuat fix,Latency ms
TAB-022,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 10 có thông tin gì?",No.: 8.0; 受験番号: NH1; 氏名: 木村　信; 性別: U; 学科名: 日本語学科,"Ở sheet 'Sheet4', dòng 10 có: No.: 8.0; 受験番号: NH1; 氏名: 木村 信; 性別: U; 学科名: 日本語学科; 日本語: 4.5; 数学: 7.0; 文学: 7.0; 総計: 23; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,687.19
TAB-023,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 11 có thông tin gì?",No.: 9.0; 受験番号: KE1; 氏名: 木村　杏奈; 性別: U; 学科名: 経営学科,"Ở sheet 'Sheet4', dòng 11 có: No.: 9.0; 受験番号: KE1; 氏名: 木村 杏奈; 性別: U; 学科名: 経営学科; 日本語: 6.5; 数学: 9.0; 文学: 7.0; 総計: 22.5; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,444.32
TAB-024,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 12 có thông tin gì?",No.: 10.0; 受験番号: KI2; 氏名: 立山　高貴; 性別: A; 学科名: 教育学科,"Ở sheet 'Sheet4', dòng 12 có: No.: 10.0; 受験番号: KI2; 氏名: 立山 高貴; 性別: A; 学科名: 教育学科; 日本語: 5.0; 数学: 7.0; 文学: 8.5; 総計: 25.5; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,950.93
TAB-025,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 13 có thông tin gì?",学科名: 平均点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,"Ở sheet 'Sheet4', dòng 13 có: 学科名: 平均点; 日本語:?; 数学:?; 文学:?; 総計:?; column_12: 合格者数; column_18: （10点）.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,427.47
TAB-026,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 14 có thông tin gì?",学科名: 最高点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,"Ở sheet 'Sheet4', dòng 14 có: 学科名: 最高点; 日本語:?; 数学:?; 文学:?; 総計:?; column_12: 合格率; column_18: （5点）.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,408.81
TAB-028,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 2 có thông tin gì?",Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255,"Ở sheet 'Doanh thu', dòng 2 có: Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255; Ghi chú: Sau Tết nhu cầu ổn định.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,420.7
TAB-029,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 3 có thông tin gì?",Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275,"Ở sheet 'Doanh thu', dòng 3 có: Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275; Ghi chú: Tăng nhờ chương trình combo.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,792.97
TAB-030,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 4 có thông tin gì?",Tháng: 03/2026; Sản phẩm A: 128; Sản phẩm B: 105; Dịch vụ: 58; Tổng: 291,"Ở sheet 'Doanh thu', dòng 4 có: Tháng: 03/2026; Sản phẩm A: 128; Sản phẩm B: 105; Dịch vụ: 58; Tổng: 291; Ghi chú: Bắt đầu quảng cáo online.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,435.7
TAB-031,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 5 có thông tin gì?",Tháng: 04/2026; Sản phẩm A: 150; Sản phẩm B: 112; Dịch vụ: 64; Tổng: 326,"Ở sheet 'Doanh thu', dòng 5 có: Tháng: 04/2026; Sản phẩm A: 150; Sản phẩm B: 112; Dịch vụ: 64; Tổng: 326; Ghi chú: Khách hàng doanh nghiệp tăng.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,654.15
TAB-032,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 6 có thông tin gì?",Tháng: 05/2026; Sản phẩm A: 162; Sản phẩm B: 120; Dịch vụ: 71; Tổng: 353,"Ở sheet 'Doanh thu', dòng 6 có: Tháng: 05/2026; Sản phẩm A: 162; Sản phẩm B: 120; Dịch vụ: 71; Tổng: 353; Ghi chú: Cần bổ sung nhân sự tư vấn.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,1070.7
TAB-033,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 7 có thông tin gì?",Tháng: 06/2026; Sản phẩm A: 158; Sản phẩm B: 130; Dịch vụ: 75; Tổng: 363,"Ở sheet 'Doanh thu', dòng 7 có: Tháng: 06/2026; Sản phẩm A: 158; Sản phẩm B: 130; Dịch vụ: 75; Tổng: 363; Ghi chú: Duy trì chăm sóc khách cũ.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,739.84
TAB-035,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 3 có thông tin gì?",Chỉ số: Đơn hàng đúng hạn; Mục tiêu: 95%; Thực tế: 97%; Đánh giá: Đạt,"Ở sheet 'Doanh thu', dòng 3 có: Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275; Ghi chú: Tăng nhờ chương trình combo.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,515.1
TAB-036,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 4 có thông tin gì?",Chỉ số: Chi phí quảng cáo; Mục tiêu: 25 triệu; Thực tế: 23 triệu; Đánh giá: Đạt,"Ở sheet 'Doanh thu', dòng 4 có: Tháng: 03/2026; Sản phẩm A: 128; Sản phẩm B: 105; Dịch vụ: 58; Tổng: 291; Ghi chú: Bắt đầu quảng cáo online.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,491.02
TAB-037,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 5 có thông tin gì?",Chỉ số: Tỷ lệ khách quay lại; Mục tiêu: 35%; Thực tế: 32%; Đánh giá: Theo dõi thêm,"Ở sheet 'Doanh thu', dòng 5 có: Tháng: 04/2026; Sản phẩm A: 150; Sản phẩm B: 112; Dịch vụ: 64; Tổng: 326; Ghi chú: Khách hàng doanh nghiệp tăng.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,499.01
TAB-038,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 6 có thông tin gì?",Chỉ số: Số lỗi vận hành; Mục tiêu: <= 5; Thực tế: 4; Đánh giá: Đạt,"Ở sheet 'Doanh thu', dòng 6 có: Tháng: 05/2026; Sản phẩm A: 162; Sản phẩm B: 120; Dịch vụ: 71; Tổng: 353; Ghi chú: Cần bổ sung nhân sự tư vấn.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,635.38
TAB-040,xlsx_02_ke_hoach_hoc_tap.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_02_ke_hoach_hoc_tap.xlsx"", ở sheet ""Ke hoach hoc tap"", dòng 2 có thông tin gì?","Tuần: 1; Môn học: Cloud Computing; Mục tiêu: Ôn NIST, IaaS/PaaS/SaaS; Giờ dự kiến: 8; Giờ thực tế: 7","Ở sheet 'Ke hoach hoc tap', dòng 2 có: Tuần: 1; Môn học: Cloud Computing; Mục tiêu: Ôn NIST, IaaS/PaaS/SaaS; Giờ dự kiến: 8; Giờ thực tế: 7; Tỷ lệ hoàn thành: 0.875.","xlsx_02_ke_hoach_hoc_tap.xlsx (sheet Ke hoach hoc tap, A1:F7) | xlsx_02_ke_hoach_hoc_tap.xlsx (sheet Ke hoach hoc tap)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,295.12
TAB-015,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 3 có thông tin gì?",No.: 1.0; 受験番号: KI2; 氏名: のび太　徳田; 性別: A; 学科名: 教育学科,"Ở sheet 'Sheet4', dòng 3 có: No.: 1.0; 受験番号: KI2; 氏名: のび太 徳田; 性別: A; 学科名: 教育学科; 日本語: 9.0; 数学: 8.5; 文学: 7.5; 総計: 34; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,433.08
TAB-034,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 2 có thông tin gì?",Chỉ số: Tỷ lệ phản hồi khách hàng; Mục tiêu: 90%; Thực tế: 86%; Đánh giá: Cần cải thiện,"Ở sheet 'Doanh thu', dòng 2 có: Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255; Ghi chú: Sau Tết nhu cầu ổn định.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,442.3
TAB-001,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Workbook ""file_excel_mau_song_xanh.xlsx"" có bao nhiêu sheet và tên gì?","2 sheet: Du_lieu_chien_dich, Tong_quan","Tài liệu có 2 sheet: Du_lieu_chien_dich, Tong_quan.",file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,558.53
TAB-014,Test xlsx.xlsx,XLSX,Table/Numeric,"Workbook ""Test xlsx.xlsx"" có bao nhiêu sheet và tên gì?","3 sheet: Sheet4, Sheet2, Sheet1","Tài liệu có 3 sheet: Sheet4, Sheet2, Sheet1.",Test xlsx.xlsx (sheet Sheet4) | Test xlsx.xlsx (sheet Sheet2) | Test xlsx.xlsx (sheet Sheet1),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,412.99
TAB-027,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Workbook ""xlsx_01_bao_cao_doanh_thu.xlsx"" có bao nhiêu sheet và tên gì?","2 sheet: Doanh thu, KPI","Tài liệu có 2 sheet: Doanh thu, KPI.",xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,628.53
TAB-039,xlsx_02_ke_hoach_hoc_tap.xlsx,XLSX,Table/Numeric,"Workbook ""xlsx_02_ke_hoach_hoc_tap.xlsx"" có bao nhiêu sheet và tên gì?","2 sheet: Ke hoach hoc tap, Tai nguyen","Tài liệu có 2 sheet: Ke hoach hoc tap, Tai nguyen.",xlsx_02_ke_hoach_hoc_tap.xlsx (sheet Tai nguyen) | xlsx_02_ke_hoach_hoc_tap.xlsx (sheet Ke hoach hoc tap),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,484.02
SLD-001,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [4] textbox/text_box @ x=3043085,y=1287313,w=3922424,h=575310: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH",Slide 1 nói về: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH; ĐỀ TÀI: AI Document Question Answering System; Giảng viên hướng dẫn: Nguyễn Văn Huy; Sinh viên thực hiện: Huỳnh Ngọc Quang Vinh.,AI Document Question Answering System.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,1609.23
SLD-002,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [3] textbox/text_box @ x=3789681,y=300037,w=2326649,h=685800: Nội dung",Slide 2 nói về: Nội dung; Giới thiệu đề tài; Vấn đề thực tế; Giải pháp đề xuất; Kiến trúc tổng thể hệ thống; Chức năng chính.,AI Document Question Answering System.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,440.2
SLD-003,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [3] textbox/text_box @ x=212475,y=206829,w=6692068,h=685800: 1. Giới thiệu đề tài",Slide 3 nói về: 1. Giới thiệu đề tài; AI Document Question Answering System; Hệ thống hỏi đáp tài liệu AI; Hỗ trợ upload nhiều định dạng; Quản lý tài liệu theo workspace; Hỏi đáp bằng ngôn ngữ tự nhiên.,AI Document Question Answering System.pptx (slide 3),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,275.88
SLD-004,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [3] bullet/text_box @ x=0,y=312325,w=5982191,h=685800: Vấn đề thực tế","Slide 4 nói về: Vấn đề thực tế; Khó khăn hiện nay; Tài liệu dài, khó tra cứu; Đọc thủ công tốn thời gian; AI thường dễ hallucination; Không hiểu dữ liệu nội bộ.",AI Document Question Answering System.pptx (slide 4),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,440.45
SLD-005,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 5; Title: Slide 5; [3] bullet/text_box @ x=-209902,y=193481,w=5982191,h=685800: Giải pháp đề xuất",Slide 5 nói về: Giải pháp đề xuất; Giải pháp AIChatBox sử dụng RAG; Áp dụng kỹ thuật RAG hiện đại; Truy hồi dữ liệu trước trả lời; Embedding và semantic retrieval; Giảm hallucination của AI model.,AI Document Question Answering System.pptx (slide 5),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,548.11
EXT-001,file_excel_mau_song_xanh.xlsx,XLSX,Postfix Extra,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 3 có thông tin gì?",Ngày: 2026-05-01 00:00:00; Khu vực: Ký túc xá; Hoạt động: Đổi rác lấy cây; Người phụ trách: An; Số người tham gia: 32; Rác tái chế (kg): 4.1,"Ở sheet 'Du_lieu_chien_dich', dòng 3 có: Ngày: 2026-05-01 00:00:00; Khu vực: Ký túc xá; Hoạt động: Đổi rác lấy cây; Người phụ trách: An; Số người tham gia: 32; Rác tái chế (kg): 4.1; Chi phí (VND): 450000; Mức hài lòng: 4.6; Ghi chú: Hiệu quả cao; Chi phí/người: 14062.5.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.78
EXT-002,file_excel_mau_song_xanh.xlsx,XLSX,Postfix Extra,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 4 có thông tin gì?",Ngày: 2026-05-02 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 87; Rác tái chế (kg): 12.9,"Ở sheet 'Du_lieu_chien_dich', dòng 4 có: Ngày: 2026-05-02 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 87; Rác tái chế (kg): 12.9; Chi phí (VND): 300000; Mức hài lòng: 3.7; Ghi chú: Nên tổ chức lại; Chi phí/người: 3448.2758620689656.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.69
EXT-003,file_excel_mau_song_xanh.xlsx,XLSX,Postfix Extra,"Workbook ""file_excel_mau_song_xanh.xlsx"" có bao nhiêu sheet và tên gì?","2 sheet: Du_lieu_chien_dich, Tong_quan","Tài liệu có 2 sheet: Du_lieu_chien_dich, Tong_quan.",file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.59
EXT-004,Test xlsx.xlsx,XLSX,Postfix Extra,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 3 có thông tin gì?",No.: 1.0; 受験番号: KI2; 氏名: のび太　徳田; 性別: A; 学科名: 教育学科; 日本語: 9.0,"Ở sheet 'Sheet4', dòng 3 có: No.: 1.0; 受験番号: KI2; 氏名: のび太 徳田; 性別: A; 学科名: 教育学科; 日本語: 9.0; 数学: 8.5; 文学: 7.5; 総計: 34; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.55
EXT-005,Test xlsx.xlsx,XLSX,Postfix Extra,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 4 có thông tin gì?",No.: 2.0; 受験番号: KE2; 氏名: 優希　カイ; 性別: A; 学科名: 経営学科; 日本語: 9.0,"Ở sheet 'Sheet4', dòng 4 có: No.: 2.0; 受験番号: KE2; 氏名: 優希 カイ; 性別: A; 学科名: 経営学科; 日本語: 9.0; 数学: 7.0; 文学: 6.0; 総計: 22; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.54
EXT-006,Test xlsx.xlsx,XLSX,Postfix Extra,"Workbook ""Test xlsx.xlsx"" có bao nhiêu sheet và tên gì?","3 sheet: Sheet4, Sheet2, Sheet1","Tài liệu có 3 sheet: Sheet4, Sheet2, Sheet1.",Test xlsx.xlsx (sheet Sheet4) | Test xlsx.xlsx (sheet Sheet2) | Test xlsx.xlsx (sheet Sheet1),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.5
EXT-007,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Postfix Extra,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 2 có thông tin gì?",Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255; Ghi chú: Sau Tết nhu cầu ổn định,"Ở sheet 'Doanh thu', dòng 2 có: Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255; Ghi chú: Sau Tết nhu cầu ổn định.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.49
EXT-008,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Postfix Extra,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 3 có thông tin gì?",Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275; Ghi chú: Tăng nhờ chương trình combo,"Ở sheet 'Doanh thu', dòng 3 có: Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275; Ghi chú: Tăng nhờ chương trình combo.","xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu, A1:F7) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.42
EXT-009,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Postfix Extra,"Workbook ""xlsx_01_bao_cao_doanh_thu.xlsx"" có bao nhiêu sheet và tên gì?","2 sheet: Doanh thu, KPI","Tài liệu có 2 sheet: Doanh thu, KPI.",xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet Doanh thu),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,0.46
